file date time magnification species mating_type replicate sampling_cnt indiv_per_frame indiv_per_volume bioarea_per_frame bioarea_per_volume major_mean major_sd minor_mean minor_sd gross_speed_mean gross_speed_sd net_speed_mean net_speed_sd sd_turning_mean time_diff
sample_0022 2018-03-26 9 2 Tet IV 4 0 4.2 0.135483870967742 9289.98756933333 299.677018365591 65.8549500763352 7.53764895714075 47.8336684060314 6.7632777517996 449.858133785851 150.248124458206 279.001818181818 225.185646337336 0.445454545454545 0
sample_0023 2018-03-26 9 2 Tet IV 5 0 5.24 0.169032258064516 11364.6530193333 366.601710301075 60.6692693123505 6.35120949234404 44.1609205619416 7.0895971061571 424.137553868902 128.219825234567 317.402 170.297494668965 0.441 0
sample_0024 2018-03-26 9 2 Tet IV 6 0 8.26 0.266451612903226 19661.3159186667 634.235997376344 63.5633908468908 10.4029480571487 45.015675475251 9.36361182889654 391.034873985387 90.7325825366874 242.806571428571 135.099060560648 0.520571428571429 0
sample_0025 2018-03-26 9 2 Tet V 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA 0
sample_0026 2018-03-26 9 2 Tet V 2 0 6.16666666666667 0.198924731182796 19889.319556 641.590953419355 73.3697878826715 7.17986394088886 52.5560033952905 7.51977454228196 344.449755473079 74.6286172767023 159.266666666667 93.3221952367684 0.624666666666667 0
sample_0027 2018-03-26 9 2 Tet V 3 0 2.65333333333333 0.0855913978494624 8793.74435866666 283.669172860215 72.9439935770641 13.6597831791735 48.6806827126146 9.69304127455226 315.093527575633 61.7277755908558 192.810909090909 119.72878797136 0.725454545454545 0
sample_0028 2018-03-26 9 2 Tet V 4 0 4.04 0.130322580645161 10664.650902 344.02099683871 66.830056834533 7.59527947173881 49.4191234138753 6.20964690862176 344.497080097407 35.4108741131345 182.46 63.191646825917 0.65375 0
sample_0029 2018-03-26 9 2 Tet V 5 0 2.73333333333333 0.0881720430107527 9298.75694 299.959901290322 76.4466327399378 9.20845334768749 56.9715222104698 7.27212449728589 402.800976414241 102.585763907341 207.695714285714 165.682983923832 0.528571428571429 0
sample_0030 2018-03-26 9 2 Tet V 6 0 2.19333333333333 0.070752688172043 6993.121742 225.584572322581 65.4656674333584 28.4893136556715 43.2165607015038 21.8071691782795 317.605874953779 131.475123327 121.15 132.630471800412 0.786 0
sample_0031 2018-03-26 9 2 Tet VI 1 0 5.31333333333333 0.171397849462366 11038.3163653333 356.074721462366 57.1778255500808 8.82255165644545 40.7718670067082 7.15326213532652 382.59774346213 81.9931381522403 186.693 102.33074980995 0.616 0
sample_0032 2018-03-26 9 2 Tet VI 2 0 4.02666666666667 0.12989247311828 9460.73237466667 305.184915311828 60.2245697643441 10.1943955754827 43.8202425056741 8.01278380994802 366.901537366855 62.3016435937368 148.673636363636 83.9118999037356 0.738181818181818 0
sample_0033 2018-03-26 9 2 Tet VI 3 0 4.66666666666667 0.150537634408602 12673.4171106667 408.819906795699 68.133586036384 5.44994046071149 47.8895445271781 3.84727326087501 414.655399680562 68.0176241046906 250.531 166.803272113522 0.564 0
sample_0034 2018-03-26 9 2 Tet VI 4 0 3.99333333333333 0.128817204301075 10066.334796 324.720477290323 65.4599174736648 2.16688420575838 48.4151303802619 5.82536923897484 340.171951977073 106.733643038673 120.354 85.9509760270353 0.764 0
sample_0035 2018-03-26 9 2 Tet VI 5 0 3.66666666666667 0.118279569892473 9039.157776 291.585734709677 63.4090952809035 6.21186868435021 44.262864766843 5.12107009495289 379.442321020028 47.5158458089981 240.647777777778 93.1158945585792 0.564444444444444 0
